,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000237729,91.70764805,-0.205164429,0.193933978,0.188860832,0.388527284
ENSG00000237748,21.14620808,0.351926402,0.426845193,0.067482616,0.18585156
ENSG00000237749,37.16232075,-0.062952951,0.226029949,0.692178932,0.841321339
ENSG00000237753,46.9080817,0.377087867,0.27129728,0.050121001,0.149578876
ENSG00000237758,35.27565614,-0.145269465,0.250135067,0.379750538,0.600492462
ENSG00000237763,9.057651862,0.386851576,0.56051867,0.040323452,0.126719942
ENSG00000237765,335.5854183,0.215300808,0.129905844,0.06848427,0.188120379
ENSG00000237792,16.14145249,0.151302942,0.298861764,0.331032393,0.552920048
ENSG00000237804,21.07161317,0.142290946,0.272672389,0.381416736,0.60171028
ENSG00000237807,102.3456566,-0.641662447,0.209535034,0.000365264,0.002549166
ENSG00000237821,140.5756879,-0.239092009,0.182105723,0.112772779,0.271260802
ENSG00000237840,101.1816865,0.051142729,0.166553093,0.719182665,0.858055752
ENSG00000237842,19.92289152,-0.040277533,0.260324055,0.785403028,0.895537523
ENSG00000237846,42.23608122,-0.051122802,0.220920741,0.74680174,0.874233888
ENSG00000237854,80.83131289,-0.3753326,0.216562085,0.029121772,0.09863366
ENSG00000237868,43.81739675,0.240341655,0.252680726,0.171357881,0.365299344
ENSG00000237886,15.71259963,-0.926417152,0.732241538,0.007255728,0.032624238
ENSG00000237928,7.333379928,2.54981767,0.944209653,0.000387107,0.002685851
ENSG00000237931,16.21690204,0.276533633,0.358182403,0.125796249,0.294127155
ENSG00000237938,7.041878243,-0.056752036,0.294432314,0.636164705,0.806111171
ENSG00000237945,34.40063336,-0.260219588,0.290571572,0.152703356,0.336907098
ENSG00000237973,66268.36724,0.057958646,0.09282955,0.514102177,0.715175165
ENSG00000237975,51.11152303,-0.204351273,0.241181971,0.232268879,0.44394038
ENSG00000237984,257.1525776,-0.446165023,0.135392,0.000321031,0.002273933
ENSG00000237991,44.8050094,-0.072745343,0.211807096,0.645817108,0.812214362
ENSG00000238009,14.50378333,-0.009957447,0.264150657,0.943859656,0.973915314
ENSG00000238018,27.75124842,-0.131617047,0.255039554,0.421474643,0.639260937
ENSG00000238035,414.2998186,-0.170736077,0.113927916,0.107166008,0.261153586
ENSG00000238041,32.48926067,0.000757034,0.234520391,0.996994721,0.998318112
ENSG00000238058,9.476130877,-0.122730143,0.307004496,0.362311861,0.582645336
ENSG00000238072,211.0448523,0.143084914,0.137645998,0.247270305,0.462962318
ENSG00000238078,51.46518805,-0.071595136,0.205646909,0.64862171,0.81419907
ENSG00000238083,370.4410981,-0.265235101,0.116376557,0.013856622,0.054774131
ENSG00000238084,95.96440931,0.01455043,0.178354782,0.927738138,0.966189061
ENSG00000238103,3506.284673,-0.022042076,0.080880408,0.786362401,0.895805621
ENSG00000238105,31.9315444,-0.15257524,0.250489234,0.359454125,0.580414542
ENSG00000238113,35.49782767,-0.091457713,0.236524335,0.570960746,0.760608809
ENSG00000238120,70.02577066,-0.338330646,0.224760629,0.051659029,0.152659052
ENSG00000238123,13.44086796,0.001338934,0.266861086,0.992869502,0.996753052
ENSG00000238142,14.23749531,0.133408049,0.293613271,0.376902839,0.59763047
ENSG00000238165,41.96932701,-0.02387781,0.227887979,0.878116631,0.941848614
ENSG00000238184,7.145596287,-0.359593608,0.567242577,0.033306368,0.109131961
ENSG00000238197,21.20989226,-0.07397554,0.26264862,0.625674543,0.799216863
ENSG00000238198,15.49840163,-0.148596763,0.293602364,0.343855627,0.565668678
ENSG00000238227,656.6169923,0.01416485,0.110155992,0.890514949,0.948221872
ENSG00000238228,10.84551281,-0.025532071,0.282136733,0.8402232,0.923894801
ENSG00000238243,10.92360132,-0.124717525,0.302526254,0.376837768,0.59763047
ENSG00000238249,10.41193763,-0.044120267,0.281419136,0.738594164,0.870472339
ENSG00000238251,58.762084,-0.200648432,0.216036105,0.221647611,0.43063261
ENSG00000238260,9.041582847,-0.036650833,0.284828984,0.772410748,0.888291093
ENSG00000238261,10.79690559,0.058449601,0.285895502,0.655673114,0.818529433
ENSG00000238271,14.06560383,-0.18148907,0.312149224,0.256857091,0.47396045
ENSG00000238273,62.61553909,-0.007657733,0.195355052,0.958811496,0.980554325
ENSG00000238278,19.90623075,-0.103067614,0.275508197,0.494300866,0.700607837
ENSG00000238279,15.21079168,-0.177262356,0.317240162,0.247306747,0.462978317
ENSG00000239213,17.11049187,0.107086577,0.271882956,0.490898577,0.698005128
ENSG00000239218,13.85636334,-0.132393324,0.312828448,0.312627932,0.535325337
ENSG00000239246,291.6649943,0.200070844,0.145996154,0.120473287,0.284783114
ENSG00000239264,15.34474055,-0.054784297,0.283574192,0.671074245,0.827917646
ENSG00000239268,109.7098736,0.024523514,0.174725502,0.865061187,0.935332934
ENSG00000239269,43.51514623,-0.072204824,0.214429293,0.649748477,0.81481228
ENSG00000239305,434.7838868,0.253830139,0.150166497,0.054651704,0.159402403
ENSG00000239306,388.9876123,-0.090913051,0.115167329,0.397515897,0.618233888
ENSG00000239332,27.19483188,-0.682877727,0.511775988,0.012512235,0.050511565
ENSG00000239344,14.70587033,0.232050528,0.364498979,0.135114422,0.309205592
ENSG00000239374,174.4561083,-0.098109922,0.156600097,0.473060196,0.68288361
ENSG00000239382,20.51499968,0.027192484,0.251214213,0.861563256,0.933727061
ENSG00000239388,11.26422525,0.042422147,0.276617715,0.759531623,0.881235096
ENSG00000239407,29.42900038,-0.31252165,0.318150286,0.103393388,0.254322909
ENSG00000239415,6.971786328,-0.145960936,0.327205939,0.259069825,0.476420674
ENSG00000239467,29.62970586,-0.729881789,0.422892068,0.007632431,0.034032196
ENSG00000239470,497.7634549,0.05895122,0.102411003,0.546966655,0.74283622
ENSG00000239474,22.8713201,-0.344230687,0.358874831,0.083498834,0.217133602
ENSG00000239511,18.00496649,0.183521401,0.340824087,0.180074742,0.376675984
ENSG00000239521,130.8358942,0.009688087,0.156883714,0.944885738,0.97410911
ENSG00000239523,8.136245971,0.026538468,0.283383958,0.837928198,0.922893274
ENSG00000239528,12.26531647,-0.047187356,0.295859156,0.67389146,0.829856053
ENSG00000239552,40.77429515,-0.037186797,0.21745105,0.812929543,0.910297891
ENSG00000239557,21.28802554,-0.018044261,0.250684001,0.90581954,0.95538488
ENSG00000239559,23.17145299,0.131910587,0.26200446,0.421115751,0.639067026
ENSG00000239569,26.64289518,0.139367618,0.253228329,0.401575419,0.62152864
ENSG00000239650,30.98484761,-0.356961717,0.312361951,0.072268477,0.195691729
ENSG00000239653,31.30985684,-0.032880006,0.233708348,0.834216347,0.921257286
ENSG00000239665,243.416385,-0.076980151,0.123733787,0.498905914,0.703882697
ENSG00000239672,69.3092667,-0.091341361,0.200521049,0.557725568,0.751421783
ENSG00000239677,17.98071825,-0.179507738,0.296093473,0.276431199,0.496935133
ENSG00000239697,402.1075566,0.257460173,0.11742749,0.017989449,0.067622401
ENSG00000239704,7.000894775,-0.148789824,0.341087485,0.173968909,0.369016873
ENSG00000239713,145.3558077,-0.350162629,0.17873444,0.020787338,0.075704775
ENSG00000239719,37.5298469,0.186384744,0.255329394,0.276403635,0.496935133
ENSG00000239763,10.77935487,-0.311419862,0.425193206,0.084407677,0.218777105
ENSG00000239779,152.5603308,0.041560324,0.1583975,0.763994025,0.883972842
ENSG00000239789,52.97878286,0.00979551,0.203388886,0.952731669,0.977760206
ENSG00000239797,463.882477,0.082311509,0.117122971,0.449424955,0.66369964
ENSG00000239828,9.152437802,0.254474619,0.431994522,0.052471842,0.154565619
ENSG00000239857,9.663299406,-0.061687593,0.2863672,0.639121009,0.808141125
ENSG00000239880,13.2732075,0.2710667,0.36881078,0.12563831,0.293923511
ENSG00000239883,63.04716707,0.014208538,0.194434354,0.927885639,0.966189061
ENSG00000239887,14.08559144,0.165851165,0.315721734,0.266827996,0.485823085
ENSG00000239900,657.1778327,0.083787697,0.095026213,0.34299043,0.565072293
ENSG00000240024,18.19837661,-0.261986445,0.333087611,0.146983374,0.32835322
ENSG00000240036,214.7352558,-0.175837868,0.135891735,0.150515989,0.333684659
ENSG00000240038,98.62268103,0.316300899,0.217652337,0.062446888,0.175536678
ENSG00000240050,17.62819355,0.007680085,0.253903439,0.961354048,0.98142338
ENSG00000240053,31.56482728,0.16248072,0.262111966,0.331565058,0.553308567
ENSG00000240057,8.182728656,0.148595528,0.320893891,0.282634781,0.503500088
ENSG00000240065,141.8127213,-0.398303626,0.179767489,0.009336239,0.039934079
ENSG00000240087,1246.229907,-0.067675269,0.107739197,0.499794416,0.704662996
ENSG00000240137,10.30315758,-0.029905337,0.277120793,0.825187788,0.916899625
ENSG00000240184,2500.570555,0.007414914,0.082120904,0.913343813,0.959183388
ENSG00000240207,39.53802331,-0.142757312,0.237256653,0.387117463,0.608159922
ENSG00000240225,175.8060217,0.010789656,0.154921636,0.93883531,0.971560192
ENSG00000240230,191.1220647,-0.226091718,0.141651883,0.074280418,0.199507657
ENSG00000240231,45.16965469,-0.107692109,0.223784369,0.504777926,0.708918885
ENSG00000240291,21.4927354,0.819943037,0.450566257,0.005284172,0.025142237
ENSG00000240342,2683.573637,-0.020103228,0.104006332,0.83767777,0.92278447
ENSG00000240344,417.2450363,-0.297842819,0.122983435,0.008372368,0.036642358
ENSG00000240350,139.044739,-0.425261127,0.181789633,0.006266625,0.028993843
ENSG00000240356,469.5130111,-0.297900456,0.115791416,0.005684838,0.026696539
ENSG00000240370,26.53799585,-0.145567387,0.258782395,0.379057944,0.599928059
ENSG00000240376,319.0067883,0.221253367,0.150693363,0.094115132,0.236620926
ENSG00000240395,8.099096257,-0.094869265,0.312555763,0.36584691,0.586061324
ENSG00000240429,27.66537058,0.175340875,0.262527718,0.301854834,0.52478345
ENSG00000240445,669.7400108,0.975840865,0.13137609,9.85E-15,3.55E-13
ENSG00000240466,14.83389488,-0.113614174,0.288570969,0.436100138,0.652675435
ENSG00000240489,118.3099315,-0.044907618,0.167342964,0.758097648,0.880101232
ENSG00000240498,22.29635766,-0.89637538,0.449722186,0.003318168,0.016999662
ENSG00000240509,37.32457336,0.17515363,0.244476355,0.301949253,0.524837642
ENSG00000240583,53.35697645,-0.209760287,0.231749018,0.216737803,0.424823501
ENSG00000240616,9.813943367,0.164389545,0.33191747,0.235391877,0.447438574
ENSG00000240618,11.53053309,-0.230219942,0.358465799,0.151049637,0.334463474
ENSG00000240674,58.42609364,-0.042291371,0.212446086,0.787142021,0.896288781
ENSG00000240682,183.8759433,0.083439845,0.144582269,0.516520847,0.717337237
ENSG00000240694,685.0589327,0.647413812,0.170341445,2.33E-05,0.000221298
ENSG00000240731,29.96155745,-0.075679287,0.238079806,0.635345784,0.805700209
ENSG00000240764,29.3287099,-1.129850929,0.371719603,0.000173106,0.001317227
ENSG00000240771,566.9883298,0.354055524,0.107379448,0.000454913,0.003083828
ENSG00000240776,7.74723246,0.003715822,0.287540323,0.977131505,0.988267077
ENSG00000240809,30.40148012,0.835507275,0.392587571,0.002645345,0.01402355
ENSG00000240849,348.6993424,0.083084614,0.116748105,0.445312751,0.660152784
ENSG00000240854,8.58436495,-0.16256943,0.331886486,0.230067879,0.441360135
ENSG00000240857,214.9578923,0.02674091,0.144198561,0.835638457,0.921907587
ENSG00000240859,51.45837973,1.137149406,0.28370891,4.59E-06,5.05E-05
ENSG00000240875,48.37703941,0.42419352,0.270135631,0.030688412,0.102744581
ENSG00000240898,8.728536686,-0.094404984,0.300778333,0.455877754,0.669205246
ENSG00000240906,9.529334796,0.291084192,0.434696549,0.0761037,0.20256806
ENSG00000240914,130.7465851,-0.014752556,0.156243973,0.914547538,0.959642002
ENSG00000240929,7.320260168,-0.06671605,0.298284309,0.565159643,0.75676001
ENSG00000240935,26.93608123,0.041934107,0.240795775,0.791466793,0.898358593
ENSG00000240970,13.2359801,-0.179187848,0.313302252,0.25762531,0.47494179
ENSG00000240994,14.51476159,-0.333810664,0.408849341,0.082756072,0.215610397
ENSG00000241014,112.3542707,-0.337723422,0.178323133,0.025848242,0.089913525
ENSG00000241015,59.37416275,0.083921865,0.198110718,0.591532628,0.774927784
ENSG00000241043,17.79057866,-0.084573067,0.266890976,0.579659837,0.766279525
ENSG00000241057,10.7308715,0.051419796,0.281766847,0.702069107,0.847904975
ENSG00000241058,60.70236675,-0.52554947,0.255275336,0.007940243,0.035102898
ENSG00000241061,72.84283495,0.114894129,0.199916269,0.463571806,0.675123615
ENSG00000241081,72.92500242,-0.00887937,0.182646513,0.950013484,0.976877642
ENSG00000241095,18.19712484,-0.080787932,0.26959651,0.589506085,0.773503115
ENSG00000241127,139.012578,-0.265276021,0.168702164,0.066211804,0.183539518
ENSG00000241170,14.28935808,0.068560168,0.273013811,0.640867292,0.809045314
ENSG00000241258,535.9624119,0.019642224,0.101942114,0.837619926,0.92278447
ENSG00000241288,30.9461078,0.140577161,0.247249399,0.398289335,0.618798895
ENSG00000241293,8.590141307,-0.06013649,0.289477757,0.639716442,0.808294878
ENSG00000241316,34.78183157,0.010403392,0.228537164,0.94102761,0.972536801
ENSG00000241335,137.1788488,-0.02143391,0.294674367,0.830275291,0.918984175
ENSG00000241343,32.21874497,0.039117938,0.23506751,0.806385569,0.906476902
ENSG00000241352,11.41094686,0.031092929,0.276674681,0.823672539,0.916197685
ENSG00000241370,7.94207143,-0.046913269,0.29546213,0.673850104,0.829856053
ENSG00000241399,677.9008125,1.512566684,0.222205778,2.60E-13,8.17E-12
ENSG00000241404,23.78353135,-0.028849545,0.267873678,0.835025341,0.921736871
ENSG00000241429,489.5863761,-0.206491952,0.1163701,0.055537774,0.161391156
ENSG00000241458,210.332217,-0.067951658,0.132456696,0.570901628,0.760591106
ENSG00000241468,331.0018288,-0.001758652,0.115797236,0.979272588,0.989565848
ENSG00000241472,8.018687803,-0.075261896,0.292890962,0.558544067,0.752219211
ENSG00000241481,15.51832685,-0.562710903,0.527621083,0.026580973,0.09184105
ENSG00000241489,16.14357099,-0.20791585,0.311882669,0.219558742,0.427725893
ENSG00000241494,101.5575286,-0.261206437,0.226316665,0.123357231,0.289935789
ENSG00000241500,14.51476159,-0.333810664,0.408849341,0.082756072,0.215610397
ENSG00000241506,780.7453502,0.025050459,0.091127413,0.773606486,0.889111721
ENSG00000241549,74.86805671,-0.510520873,0.231720869,0.006091265,0.028316702
ENSG00000241553,890.2193725,0.449282605,0.114583917,2.90E-05,0.000267345
ENSG00000241556,564.9928668,-0.043290654,0.111490409,0.675977246,0.831124491
ENSG00000241612,117.5795898,-0.151049972,0.17827595,0.306567066,0.529371245
ENSG00000241627,71.27586956,-0.158004966,0.199950695,0.31522455,0.53811686
ENSG00000241644,684.3659979,1.037701524,0.209759371,4.67E-08,7.41E-07
ENSG00000241680,9.685549677,0.050852084,0.285373911,0.697608182,0.845381919
ENSG00000241684,22.94603474,-0.056480718,0.256530933,0.709026136,0.852433914
ENSG00000241685,1872.286409,0.01146384,0.085708507,0.893293826,0.949478026
ENSG00000241697,10.40706138,0.132080553,0.308339797,0.349080412,0.570572032
ENSG00000241732,58.42642157,-0.128335072,0.216918964,0.42575566,0.643460607
ENSG00000241741,170.7686892,-0.053260744,0.144931157,0.677788452,0.832364744
ENSG00000241749,30.90563819,0.233838345,0.289078768,0.189679876,0.389546741
ENSG00000241764,13.53311237,0.001628846,0.267614579,0.992384838,0.996648639
ENSG00000241769,46.44840503,-0.04345124,0.204952105,0.795456883,0.900383715
ENSG00000241837,256.3016849,-0.07134087,0.131224317,0.548567226,0.744088133
ENSG00000241839,4790.599184,-0.006161126,0.095764386,0.943916914,0.973915314
ENSG00000241852,229.2529699,0.136043217,0.143765232,0.286822508,0.50837835
ENSG00000241860,115.2007342,-0.528554549,0.193319756,0.001405773,0.00821197
ENSG00000241878,526.5762156,0.311864076,0.11895887,0.004541765,0.022123607
ENSG00000241889,29.962184,-0.098894065,0.265753071,0.518648978,0.718885974
ENSG00000241935,20.11320218,0.305767679,0.344960431,0.110259493,0.266822186
ENSG00000241945,336.9031793,0.096756318,0.120725542,0.385121512,0.60581177
ENSG00000241973,2519.460368,-0.19474385,0.087146682,0.02067619,0.075432414
ENSG00000241975,7.75794653,-0.044198661,0.289221647,0.719384702,0.858173412
ENSG00000241978,14.16875181,0.315721195,0.421477911,0.07987756,0.209887269
ENSG00000241990,12.58465393,0.809947217,0.645043483,0.011433919,0.046992896
ENSG00000242013,60.59365322,0.013122574,0.203543929,0.929909112,0.966844483
ENSG00000242017,8.245544253,-0.049257098,0.286966962,0.699950792,0.846922087
ENSG00000242028,20.25502382,0.066508996,0.260953949,0.66236194,0.822550041
ENSG00000242060,71.50102573,0.292331521,0.229434168,0.09149867,0.232294926
ENSG00000242068,10.6340148,-0.062002475,0.280578786,0.654394356,0.817674768
ENSG00000242071,2187.973559,-0.062688808,0.092867419,0.485616226,0.694207493
ENSG00000242083,66.97290102,0.019310438,0.190442639,0.899590073,0.953018748
ENSG00000242086,294.4515739,-0.092694417,0.120172053,0.404169982,0.623731172
ENSG00000242110,16.13322111,0.169788537,0.298412872,0.29213474,0.514350536
ENSG00000242125,280.853301,0.531933236,0.143787588,5.45E-05,0.000467828
ENSG00000242193,287.3324828,-0.032454134,0.122719509,0.77301091,0.888695821
ENSG00000242198,12.49338668,-0.095722672,0.284607975,0.506547965,0.710142764
ENSG00000242221,46.31321478,-0.244411177,0.270228895,0.172933712,0.367453955
ENSG00000242247,837.8836043,0.006464557,0.09418268,0.943368186,0.973823695
ENSG00000242259,336.1798027,-0.103066711,0.124993851,0.367882083,0.588060546
ENSG00000242262,211.778012,0.004279569,0.136664323,0.975216959,0.987381907
ENSG00000242265,558.3258124,-0.943334479,0.116314984,5.13E-17,2.34E-15
ENSG00000242282,27.76302714,-0.53456992,0.369694075,0.02204014,0.079465166
ENSG00000242294,44.57775323,0.025617656,0.212830645,0.871886842,0.938320085
ENSG00000242299,893.8956136,-0.060303856,0.100817999,0.537183084,0.734765057
ENSG00000242337,7.901206362,-0.084078323,0.296760753,0.515422522,0.716231371
ENSG00000242372,584.2706284,-0.017546475,0.120453209,0.87508132,0.940111961
ENSG00000242375,54.67668445,-0.0743743,0.212566372,0.637578384,0.807051396
ENSG00000242384,216.4349698,-0.081080519,0.153980602,0.550428397,0.745281038
ENSG00000242419,9.936322056,-0.114188859,0.299340008,0.410999567,0.630751694
ENSG00000242445,67.86910674,-0.048814532,0.19324704,0.748820659,0.874565293
ENSG00000242457,20.11729011,-0.086746042,0.261982061,0.575736487,0.763818645
